tract,no_internet,no_computer,no_internet_computer_universe,no_internet_pct,no_computer_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037481201,146,65,1248,11.7,5.2,District 5,City of Temple City,SPA 3 - San Gabriel,3491,11138071.9335938,16410.9580899792
06037481203,185,124,1920,9.6,6.5,District 1,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,3492,16788772.2724609,17183.593039344
06037481300,95,38,852,11.2,4.5,District 1,City of Rosemead,SPA 3 - San Gabriel,3493,9501497.76367188,13761.7488684167
06037481401,216,88,1654,13.1,5.3,District 1,City of San Gabriel,SPA 3 - San Gabriel,3494,13007009.1142578,16272.0007465173
06037481403,204,32,851,24,3.8,District 1,City of San Gabriel,SPA 3 - San Gabriel,3495,8808698.20410156,17774.0285425594
06037481404,131,47,1138,11.5,4.1,District 1,City of San Gabriel,SPA 3 - San Gabriel,3496,10939977.3203125,14306.5010809674
06037481500,198,112,1596,12.4,7,District 1,City of Alhambra,SPA 3 - San Gabriel,3497,23733951.2392578,23926.8743117466
06037481603,95,48,1147,8.3,4.2,District 1,City of Alhambra,SPA 3 - San Gabriel,3498,7082685.703125,11968.8619776322
06037481604,140,46,1406,10,3.3,District 1,City of Alhambra,SPA 3 - San Gabriel,3499,6717656.04785156,11092.4213598262
06037481605,171,117,1046,16.3,11.2,District 1,City of Alhambra,SPA 3 - San Gabriel,3500,8160540.81347656,13790.5395461169
06037481606,208,151,1627,12.8,9.3,District 1,City of Alhambra,SPA 3 - San Gabriel,3501,9275185.53613281,14834.2466349085
06037481711,213,176,1335,16,13.2,District 1,City of Monterey Park,SPA 3 - San Gabriel,3502,4817702.83007813,8918.76170287224
06037481712,361,308,1719,21,17.9,District 1,City of Monterey Park,SPA 3 - San Gabriel,3503,7783052.32910156,12224.1941316135
06037481713,105,50,961,10.9,5.2,District 1,City of Monterey Park,SPA 3 - San Gabriel,3504,5001888.17089844,10225.2840662927
06037481714,237,206,942,25.2,21.9,District 1,City of Monterey Park,SPA 3 - San Gabriel,3505,4879897.64746094,10193.6742368216
06037481800,104,70,883,11.8,7.9,District 1,City of Alhambra,SPA 3 - San Gabriel,3506,8928693.49609375,12643.502194904
06037481901,213,187,2036,10.5,9.2,District 1,City of Alhambra,SPA 3 - San Gabriel,3507,19796459.9189453,19561.7405744322
06037481902,119,86,1035,11.5,8.3,District 1,City of Alhambra,SPA 3 - San Gabriel,3508,9464454.20605469,17643.9599350857
06037482001,188,79,957,19.6,8.3,District 1,City of Monterey Park,SPA 3 - San Gabriel,3509,31740089.5703125,25455.0455990942
06037482002,380,259,2595,14.6,10,District 1,City of Monterey Park,SPA 3 - San Gabriel,3510,26801534.7285156,22586.9806402092
06037482101,174,113,1475,11.8,7.7,District 1,City of Monterey Park,SPA 3 - San Gabriel,3511,12324529.6044922,16501.5591417776
06037482102,58,20,1014,5.7,2,District 1,City of Monterey Park,SPA 3 - San Gabriel,3512,11793123.2802734,14776.9971440011
06037482201,166,114,1289,12.9,8.8,District 1,City of Monterey Park,SPA 3 - San Gabriel,3513,8362194.5,11964.9459673422
06037482202,167,80,1715,9.7,4.7,District 1,City of Monterey Park,SPA 3 - San Gabriel,3514,6959529.27636719,10544.4840355942
06037482301,166,92,1336,12.4,6.9,District 1,City of San Gabriel,SPA 3 - San Gabriel,3515,9437947.70605469,17053.3344188953
06037482303,218,226,1504,14.5,15,District 1,City of Rosemead,SPA 3 - San Gabriel,3516,10623862.1347656,14783.8533462828
06037482304,232,98,815,28.5,12,District 1,City of Rosemead,SPA 3 - San Gabriel,3517,6688063.46875,12815.2110325792
06037482401,209,36,957,21.8,3.8,District 1,City of Rosemead,SPA 3 - San Gabriel,3518,9109162.88378906,12332.7983326079
06037482403,168,110,952,17.6,11.6,District 1,City of Rosemead,SPA 3 - San Gabriel,3519,10286122.4755859,13086.5245430215
06037482404,124,0,1231,10.1,0,District 1,City of Rosemead,SPA 3 - San Gabriel,3520,10284266.7138672,15005.4917120963
06037482502,71,54,879,8.1,6.1,District 1,City of Rosemead,SPA 3 - San Gabriel,3521,6871732.94238281,10475.7011482752
06037482503,70,61,1057,6.6,5.8,District 1,City of Rosemead,SPA 3 - San Gabriel,3522,7911506.79199219,11314.3795761389
06037482521,143,91,1448,9.9,6.3,District 1,Unincorporated - South San Gabriel,SPA 3 - San Gabriel,3523,16714454.2041016,18531.803440866
06037482522,179,166,1491,12,11.1,District 1,City of Montebello,SPA 7 - East,3524,17724396.0996094,19070.1410363738
06037482600,246,105,2240,11,4.7,District 1,City of Monterey Park,SPA 3 - San Gabriel,3525,30470119.3945313,24280.7704531028
06037482701,119,81,1320,9,6.1,District 1,City of Monterey Park,SPA 3 - San Gabriel,3526,13231983.609375,25034.5262849697
06037482702,67,53,823,8.1,6.4,District 1,City of Monterey Park,SPA 3 - San Gabriel,3527,7762416.04882813,13723.9209574271
06037482801,171,51,1270,13.5,4,District 1,City of Monterey Park,SPA 3 - San Gabriel,3528,34033731.1367188,30235.5792465143
06037500100,42,31,1065,3.9,2.9,District 4,City of La Habra Heights,SPA 7 - East,3529,108664660.612305,50434.6059261595
06037500202,107,82,1469,7.3,5.6,District 4,City of Whittier,SPA 7 - East,3530,68470239.9482422,40918.0528662922
06037500203,105,53,1223,8.6,4.3,District 4,City of Whittier,SPA 7 - East,3531,20227645.4199219,22708.7444989231
06037500204,119,104,859,13.9,12.1,District 4,City of La Habra Heights,SPA 7 - East,3532,57205334.0654297,39351.0237402729
06037500300,29,0,1147,2.5,0,District 4,Unincorporated - Whittier,SPA 7 - East,3533,95886637.4414063,44549.4117645464
06037670326,61,29,1272,4.8,2.3,District 4,City of Palos Verdes Estates,SPA 8 - South Bay,3534,43526042.4404297,36431.2685932587
06037670328,88,52,1599,5.5,3.3,District 4,City of Palos Verdes Estates,SPA 8 - South Bay,3535,38287711.7021484,35670.8558682206
06037670405,160,114,1075,14.9,10.6,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3536,16475979.5146484,21210.7533713442
06037670406,45,29,577,7.8,5,District 4,City of Rolling Hills Estates,SPA 8 - South Bay,3537,12863054.7724609,14337.5277707125
06037670407,100,83,2351,4.3,3.5,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3538,12993757.9365234,16827.5969721452
06037670413,119,74,1672,7.1,4.4,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3539,23570288.9609375,20366.6785299242
06037670416,53,27,1609,3.3,1.7,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3540,37159320.3779297,27428.9390492202
06037670417,52,15,1026,5.1,1.5,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3541,21741527.5683594,20027.1615467641
06037670418,80,22,1408,5.7,1.6,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3542,27519559.3232422,24794.5168985279
06037670500,17,3,550,3.1,0.5,District 4,City of Rolling Hills,SPA 8 - South Bay,3543,82518876.3740234,46433.1198995131
06037670603,0,0,594,0,0,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3544,42051433.3955078,36174.2349016146
06037670604,135,75,1968,6.9,3.8,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3545,110134649.207031,99321.2739944358
06037670701,202,141,2228,9.1,6.3,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3546,30800899.5175781,32455.7035767706
06037670702,60,24,2084,2.9,1.2,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3547,72953415.2041016,59188.1236974596
06037700101,483,379,3269,14.8,11.6,District 3,City of West Hollywood,SPA 4 - Metro,3548,7248139.88476563,13591.476427548
06037700102,609,396,2948,20.7,13.4,District 3,City of West Hollywood,SPA 4 - Metro,3549,5302940.47167969,13535.3419597389
06037700200,325,121,4424,7.3,2.7,District 3,City of West Hollywood,SPA 4 - Metro,3550,7381573.27832031,13007.7794920304
06037700300,353,111,3910,9,2.8,District 3,City of West Hollywood,SPA 4 - Metro,3551,6449915.85449219,13744.736588291
06037700400,141,84,2974,4.7,2.8,District 3,City of West Hollywood,SPA 4 - Metro,3552,14273444.2216797,20695.8624732018
06037700501,163,163,2430,6.7,6.7,District 3,City of West Hollywood,SPA 4 - Metro,3553,6428353.16113281,14556.3830808977
06037700502,188,50,2890,6.5,1.7,District 3,City of West Hollywood,SPA 4 - Metro,3554,5454767.54394531,10628.0736182454
06037700600,38,47,1755,2.2,2.7,District 3,City of Beverly Hills,SPA 5 - West,3555,61159774.4746094,45106.8467436627
06037700700,86,44,1147,7.5,3.8,District 3,City of Beverly Hills,SPA 5 - West,3556,37897052.8173828,31200.9934688692
06037700801,257,240,2206,11.7,10.9,District 3,City of Beverly Hills,SPA 5 - West,3557,15717383.3564453,19965.1057643436
06037700802,203,100,2085,9.7,4.8,District 3,City of Beverly Hills,SPA 5 - West,3558,7302287.234375,14888.3437227313
06037700901,99,57,1444,6.9,3.9,District 3,City of Beverly Hills,SPA 5 - West,3559,11377820.6484375,18770.3698610347
06037700902,384,318,3459,11.1,9.2,District 3,City of Beverly Hills,SPA 5 - West,3560,10288596.8759766,12917.8784249671
06037701000,185,78,2589,7.1,3,District 3,City of Beverly Hills,SPA 5 - West,3561,15201980.0371094,17530.9209099604
06037701201,10,10,1425,0.7,0.7,District 3,City of Santa Monica,SPA 5 - West,3562,20797737.921875,18156.8594926996
06037701202,147,55,1722,8.5,3.2,District 3,City of Santa Monica,SPA 5 - West,3563,4362526.57617188,9140.20820502487
06037701302,212,93,2864,7.4,3.2,District 3,City of Santa Monica,SPA 5 - West,3564,4915205.76660156,9925.94035351313
06037701304,186,98,2768,6.7,3.5,District 3,City of Santa Monica,SPA 5 - West,3565,21323398.53125,20489.1854536262
06037701402,553,382,3586,15.4,10.7,District 3,City of Santa Monica,SPA 5 - West,3566,7457864.640625,12197.0951511665
06037701501,110,96,2710,4.1,3.5,District 3,City of Santa Monica,SPA 5 - West,3567,6637488.00195313,12363.0986039439
06037701502,47,51,1935,2.4,2.6,District 3,City of Santa Monica,SPA 5 - West,3568,6589618.76855469,12353.4411965903
06037701601,54,16,1691,3.2,0.9,District 3,City of Santa Monica,SPA 5 - West,3569,13023655.4052734,15732.0710163717
06037701602,203,42,1867,10.9,2.2,District 3,City of Santa Monica,SPA 5 - West,3570,7119825.18066406,13111.2392557584
06037701701,184,78,1727,10.7,4.5,District 3,City of Santa Monica,SPA 5 - West,3571,7049752.50292969,13086.2791189339
06037701702,274,241,1677,16.3,14.4,District 3,City of Santa Monica,SPA 5 - West,3572,6507747.25390625,12303.0306353128
06037701801,447,218,2781,16.1,7.8,District 3,City of Santa Monica,SPA 5 - West,3573,20423768.0087891,19261.6246541728
06037701802,276,36,2015,13.7,1.8,District 3,City of Santa Monica,SPA 5 - West,3574,13452438.0654297,15254.8460640277
06037701902,635,509,3095,20.5,16.4,District 3,City of Santa Monica,SPA 5 - West,3575,16583120.9150391,16639.0913437263
06037702002,185,118,3495,5.3,3.4,District 3,City of Santa Monica,SPA 5 - West,3576,10473116.5986328,13179.7535208896
06037123301,279,145,1639,17,8.8,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3577,14044397.7177734,17672.2348690356
06037123303,168,67,875,19.2,7.7,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3578,6799869.66015625,13016.2516740509
06037123304,552,353,1808,30.5,19.5,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3579,9447370.32226563,13402.3495508187
06037123410,373,108,1200,31.1,9,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3580,5327906.84667969,9495.32660654208
06037123420,414,154,1649,25.1,9.3,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,3581,8476029.85058594,14726.85717409
06037123510,313,203,1672,18.7,12.1,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3582,8603575.37597656,12258.4799587285
06037123520,70,62,772,9.1,8,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,3583,5504854.45410156,12484.6591107767
06037123601,417,174,1916,21.8,9.1,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,3584,16517551.7246094,18181.9327502051
06037123602,104,30,1290,8.1,2.3,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,3585,9916166.48730469,14181.4964237374
06037123700,265,161,1677,15.8,9.6,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3586,10250516.9960938,13103.9322408975
06037123800,388,140,2293,16.9,6.1,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3587,13919787.9179688,17428.7067572033
06037123901,192,134,1486,12.9,9,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3588,13875662.3818359,15019.3201758496
06037123902,106,23,1087,9.8,2.1,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3589,7141609.65820313,11686.0132686255
06037124000,248,199,2194,11.3,9.1,District 5,Los Angeles - Valley Village,SPA 2 - San Fernando,3590,14496033.2646484,16685.9094325059
06037124102,309,179,1362,22.7,13.1,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3591,6987058.81835938,10573.0606834979
06037124103,190,115,573,33.2,20.1,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3592,3486434.33398438,7921.9754361806
06037124104,164,81,1049,15.6,7.7,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3593,3492293.15917969,7927.11640188863
06037124105,265,126,839,31.6,15,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3594,3493092.95019531,7929.038325372
06037124201,238,93,1080,22,8.6,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3595,10468066.3349609,13209.6368142491
06037124203,219,47,784,27.9,6,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3596,3490837.5546875,7927.09766879943
06037124204,159,56,809,19.7,6.9,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3597,3491071.05273438,7925.26139134894
06037124300,410,254,1173,35,21.7,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3598,9590084.12011719,12560.9068024097
06037124400,121,104,1690,7.2,6.2,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3599,10416361.8681641,13080.2384753725
06037124500,74,33,1198,6.2,2.8,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,3600,8816160.09179688,14044.0644392241
06037124600,75,41,1292,5.8,3.2,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,3601,12032142.8320313,14288.9997994526
06037124700,179,69,2559,7,2.7,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,3602,14717341.7070313,17847.4516777836
06037124902,287,176,1543,18.6,11.4,District 5,Los Angeles - Valley Village,SPA 2 - San Fernando,3603,3655267.71582031,8060.4717813527
06037124903,184,124,1546,11.9,8,District 5,Los Angeles - Valley Village,SPA 2 - San Fernando,3604,3341025.85644531,7810.2031865543
06037125101,116,9,2047,5.7,0.4,District 5,Los Angeles - Valley Village,SPA 2 - San Fernando,3605,6993775.36914063,10577.5914050799
06037125102,129,86,855,15.1,10.1,District 5,Los Angeles - Valley Village,SPA 2 - San Fernando,3606,6983782.57910156,10570.9031704511
06037125200,416,82,1832,22.7,4.5,District 5,Los Angeles - Valley Village,SPA 2 - San Fernando,3607,14025049.8710938,15858.5600024554
06037125310,515,226,1893,27.2,11.9,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3608,11345426.9970703,19246.4454252291
06037125321,411,164,1527,26.9,10.7,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3609,2794430.71386719,6880.71698936741
06037125322,439,101,1352,32.5,7.5,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3610,4016692.22070313,8863.49463806994
06037125402,255,43,2002,12.7,2.1,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3611,7870336.8125,11261.8643960309
06037125403,161,113,1330,12.1,8.5,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3612,1812286.28808594,6036.39269321772
06037125404,334,33,1507,22.2,2.2,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3613,2465982.47460938,8590.4746247779
06037125501,389,248,1601,24.3,15.5,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3614,4997337.82910156,9227.59643860189
06037125502,381,144,1929,19.8,7.5,District 5,Los Angeles - Toluca Lake,SPA 2 - San Fernando,3615,5667867.68945313,9620.83266373187
06037125600,160,134,1277,12.5,10.5,District 5,Los Angeles - Toluca Woods,SPA 2 - San Fernando,3616,10980245.7158203,14762.5143602444
06037127102,175,87,1566,11.2,5.6,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3617,9245400.71386719,12295.9997805193
06037127103,245,174,1195,20.5,14.6,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3618,3094236.27832031,7528.84523775603
06037127104,51,0,1377,3.7,0,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3619,7664571.4453125,11264.9952461407
06037240401,226,61,1591,14.2,3.8,District 2,Los Angeles - Vermont Vista,SPA 6 - South,3620,7425477.2421875,11308.9953420299
06037240402,236,194,1171,20.2,16.6,District 2,Los Angeles - Vermont Vista,SPA 6 - South,3621,6501801.41894531,11122.670313936
06037240500,356,186,1726,20.6,10.8,District 2,Los Angeles - Vermont Vista,SPA 6 - South,3622,8737575.60839844,12255.235306812
06037240600,163,59,1230,13.3,4.8,District 2,Los Angeles - Green Meadows,SPA 6 - South,3623,7263550.40917969,11288.2065772917
06037240700,428,156,1673,25.6,9.3,District 2,Los Angeles - Green Meadows,SPA 6 - South,3624,12880469.2910156,14724.8111504794
06037240800,296,182,1132,26.1,16.1,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,3625,7005454.23144531,13445.6999736634
06037240901,56,46,597,9.4,7.7,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,3626,3800170.60351563,10910.4369507694
06037240902,162,116,814,19.9,14.3,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,3627,7585305.7421875,12509.3891870073
06037241001,255,108,1070,23.8,10.1,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,3628,9747047.55664063,18114.1789790986
06037241002,209,65,954,21.9,6.8,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,3629,7571743.70214844,12800.3049701803
06037241110,158,78,802,19.7,9.7,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,3630,5238107.03515625,10529.705389451
06037241120,340,191,1302,26.1,14.7,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,3631,7149192.07910156,11601.4160065632
06037241201,179,65,905,19.8,7.2,District 2,Los Angeles - Figueroa Park Square,SPA 6 - South,3632,5231320.47460938,10180.3654788726
06037241202,298,143,1556,19.2,9.2,District 2,Los Angeles - Figueroa Park Square,SPA 6 - South,3633,12518667.2197266,14029.2928760976
06037241300,138,72,736,18.8,9.8,District 2,Los Angeles - Figueroa Park Square,SPA 6 - South,3634,5630605.65917969,9955.38288363973
06037241400,184,99,933,19.7,10.6,District 2,Los Angeles - Century Palms/Cove,SPA 6 - South,3635,6166191.25488281,10706.6383884161
06037242000,296,187,1124,26.3,16.6,District 2,Los Angeles - Watts,SPA 6 - South,3636,6922020.08300781,10404.6997280642
06037242100,226,114,755,29.9,15.1,District 2,Los Angeles - Watts,SPA 6 - South,3637,4942033.328125,9051.64187238467
06037242201,282,135,1006,28,13.4,District 2,Los Angeles - Watts,SPA 6 - South,3638,4409735.4921875,8470.71411477758
06037242202,180,98,723,24.9,13.6,District 2,Los Angeles - Watts,SPA 6 - South,3639,4348043.47167969,11300.80035422
06037242300,327,196,1318,24.8,14.9,District 2,Los Angeles - Watts,SPA 6 - South,3640,6883493.04785156,11108.156579313
06037242600,695,262,1381,50.3,19,District 2,Los Angeles - Watts,SPA 6 - South,3641,5116646.26757813,9151.55685723638
06037242700,435,167,1426,30.5,11.7,District 2,Los Angeles - Watts,SPA 6 - South,3642,10940401.4726563,14365.0570333067
06037243001,126,39,751,16.8,5.2,District 2,Los Angeles - Watts,SPA 6 - South,3643,3722265.81054688,8165.62894130621
06037243002,122,25,571,21.4,4.4,District 2,Los Angeles - Watts,SPA 6 - South,3644,4195637.16210938,8644.3600330853
06037243100,399,76,1457,27.4,5.2,District 2,Los Angeles - Watts,SPA 6 - South,3645,6304772.77050781,10561.3985211018
06037261102,33,26,1487,2.2,1.7,District 3,Los Angeles - Beverly Crest,SPA 5 - West,3646,85407661.2470703,51227.1578642058
06037261103,21,32,709,3,4.5,District 3,Los Angeles - Beverly Crest,SPA 5 - West,3647,22597179.5625,25395.6469698771
06037261104,51,51,633,8.1,8.1,District 3,Los Angeles - Beverly Crest,SPA 5 - West,3648,49580283.8652344,40730.7261494764
06037261200,19,21,1580,1.2,1.3,District 3,Los Angeles - Beverly Crest,SPA 5 - West,3649,82038321.5390625,56064.1652330756
06037262100,37,0,1071,3.5,0,District 3,Los Angeles - Bel Air,SPA 5 - West,3650,94268460.6679688,66231.938028962
06037262200,79,25,1672,4.7,1.5,District 3,Los Angeles - Bel Air,SPA 5 - West,3651,92556288.2421875,51023.0312402244
06037262301,31,26,809,3.8,3.2,District 3,Los Angeles - Brentwood,SPA 5 - West,3652,140668877.110352,70786.5567885489
06037262302,60,46,1324,4.5,3.5,District 3,Los Angeles - Brentwood,SPA 5 - West,3653,33189565.1259766,31673.5882832529
06037262303,26,10,1063,2.4,0.9,District 3,Los Angeles - Brentwood,SPA 5 - West,3654,27867591.1435547,27207.2435378339
06037262400,33,25,1101,3,2.3,District 3,Los Angeles - Mandeville Canyon,SPA 5 - West,3655,121143587.917969,72274.4100668942
06037262501,33,27,1335,2.5,2,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3656,17477545.7109375,19392.9434073468
06037262601,8,0,1290,0.6,0,District 3,Los Angeles - Palisades Highlands,SPA 5 - West,3657,39178592.9609375,34168.3597573389
06037262604,110,110,2276,4.8,4.8,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3658,60968352.4335938,50692.9384565978
06037262704,115,63,1535,7.5,4.1,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3659,19521291.0185547,24493.0501348922
06037262706,21,30,1343,1.6,2.2,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3660,23157872.0273438,21210.2058288916
06037262802,8,11,1307,0.6,0.8,District 3,Los Angeles - Pacific Palisades,SPA 5 - West,3661,35627253.8662109,36744.7046863425
06037264000,101,15,1257,8,1.2,District 3,Los Angeles - Brentwood,SPA 5 - West,3662,20114439.1972656,22839.6036538764
06037264102,115,6,1699,6.8,0.4,District 3,Los Angeles - Brentwood,SPA 5 - West,3663,4343038.61523438,10171.0810124118
06037500402,209,93,1239,16.9,7.5,District 4,City of Pico Rivera,SPA 7 - East,3664,14350764.8847656,15350.4193675364
06037500403,208,189,1068,19.5,17.7,District 4,City of Pico Rivera,SPA 7 - East,3665,23460662.5927734,30314.8197220803
06037500404,155,74,1277,12.1,5.8,District 4,City of Pico Rivera,SPA 7 - East,3666,12678405.7050781,14823.5573058521
06037500500,180,107,834,21.6,12.8,District 4,City of Pico Rivera,SPA 7 - East,3667,7379755.24804688,11311.3436262358
06037500600,167,124,1210,13.8,10.2,District 4,City of Pico Rivera,SPA 7 - East,3668,12724259.9824219,14569.5596720699
06037500700,163,93,1853,8.8,5,District 4,City of Pico Rivera,SPA 7 - East,3669,35241370.2539063,25373.1517699534
06037500800,155,128,1343,11.5,9.5,District 4,City of Pico Rivera,SPA 7 - East,3670,20975062.7832031,18941.3789726317
06037500900,469,388,1851,25.3,21,District 4,City of Pico Rivera,SPA 7 - East,3671,17221472.5019531,17003.4192937523
06037501001,38,18,766,5,2.3,District 4,Unincorporated - West Whittier/Los Nietos,SPA 7 - East,3672,7582501.58984375,11518.7966254192
06037501002,99,46,1374,7.2,3.3,District 4,Unincorporated - West Whittier/Los Nietos,SPA 7 - East,3673,15811345.8574219,16611.4276714735
06037501200,163,72,1384,11.8,5.2,District 4,City of Whittier,SPA 7 - East,3674,15040516.9951172,17175.306942547
06037501301,145,78,1102,13.2,7.1,District 4,City of Whittier,SPA 7 - East,3675,9372790.70996094,15675.6901683699
06037501302,65,29,1469,4.4,2,District 4,City of Whittier,SPA 7 - East,3676,12331579.0361328,15170.1243241726
06037501400,239,99,1251,19.1,7.9,District 4,City of Whittier,SPA 7 - East,3677,11501230.6865234,15043.6967345213
06037501501,36,20,831,4.3,2.4,District 4,Unincorporated - Whittier,SPA 7 - East,3678,68589129.5517578,47278.6888848457
06037501503,239,173,1818,13.1,9.5,District 4,City of Whittier,SPA 7 - East,3679,8646074.90332031,12364.7804098203
06037501504,526,365,1474,35.7,24.8,District 4,City of Whittier,SPA 7 - East,3680,8017253.67773438,12470.4719185896
06037501600,213,85,2247,9.5,3.8,District 4,City of Whittier,SPA 7 - East,3681,111025321.423828,49247.8186356057
06037501700,219,197,1286,17,15.3,District 4,City of Whittier,SPA 7 - East,3682,14999159.8359375,17073.7454842149
06037501802,246,117,1216,20.2,9.6,District 4,City of Whittier,SPA 7 - East,3683,8442812.89257813,13909.9228576155
06037501803,381,198,1362,28,14.5,District 4,City of Whittier,SPA 7 - East,3684,6334499.94335938,11114.4707152607
06037501804,181,129,718,25.2,18,District 4,City of Whittier,SPA 7 - East,3685,5723007.609375,11130.7893453783
06037501900,120,106,1240,9.7,8.5,District 4,City of Whittier,SPA 7 - East,3686,14987292.5048828,16924.253668694
06037502003,161,31,696,23.1,4.5,District 4,City of Whittier,SPA 7 - East,3687,6903407.80859375,10649.5129175397
06037502004,148,32,964,15.4,3.3,District 4,City of Whittier,SPA 7 - East,3688,14456303.8447266,17517.7108139741
06037502005,119,93,1262,9.4,7.4,District 4,Unincorporated - South Whittier,SPA 7 - East,3689,11226423.0996094,16147.7962998551
06037502100,283,126,1627,17.4,7.7,District 4,City of Whittier,SPA 7 - East,3690,20833904.96875,21138.4185139114
06037502200,262,98,1881,13.9,5.2,District 4,Unincorporated - West Whittier/Los Nietos,SPA 7 - East,3691,18747085.8710938,18222.4310836174
06037502303,219,113,2045,10.7,5.5,District 4,Unincorporated - West Whittier/Los Nietos,SPA 7 - East,3692,25464835.4902344,21621.8663587546
06037502401,251,99,1348,18.6,7.3,District 4,City of Pico Rivera,SPA 7 - East,3693,10123449.3173828,13238.4378679453
06037502402,175,74,988,17.7,7.5,District 4,City of Pico Rivera,SPA 7 - East,3694,9789499.46777344,12943.9970537131
06037502500,143,38,1134,12.6,3.4,District 4,City of Pico Rivera,SPA 7 - East,3695,41276040.4091797,28169.6243909024
06037502602,192,111,1254,15.3,8.9,District 4,City of Pico Rivera,SPA 7 - East,3696,13680196.6865234,16374.168569252
06037502603,110,80,809,13.6,9.9,District 4,City of Pico Rivera,SPA 7 - East,3697,10626447.2392578,14097.6405166362
06037502604,126,120,1135,11.1,10.6,District 4,City of Pico Rivera,SPA 7 - East,3698,10443184.6914063,16994.4708861701
06037502700,220,112,1879,11.7,6,District 4,City of Santa Fe Springs,SPA 7 - East,3699,74263853.9736328,43855.3254049724
06037502801,92,58,1695,5.4,3.4,District 4,City of Santa Fe Springs,SPA 7 - East,3700,23981384.4306641,19713.5354946544
06037502901,111,69,1561,7.1,4.4,District 4,Unincorporated - South Whittier,SPA 7 - East,3701,13399371.0136719,15020.2636481963
06037503000,268,108,1419,18.9,7.6,District 4,Unincorporated - South Whittier,SPA 7 - East,3702,14255367.1201172,15974.3196553959
06037503103,172,85,1259,13.7,6.8,District 4,Unincorporated - South Whittier,SPA 7 - East,3703,11546056.8876953,15328.9245010884
06037503104,110,45,664,16.6,6.8,District 4,Unincorporated - South Whittier,SPA 7 - East,3704,5939774.96386719,10922.8494543185
