tract,no_internet,no_computer,no_internet_computer_universe,no_internet_pct,no_computer_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037408505,12,11,730,1.6,1.5,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,2801,21638099.5820313,21531.9678191178
06037408623,102,43,998,10.2,4.3,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,2802,10382928.0751953,13507.1082384543
06037408624,76,50,1050,7.2,4.8,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,2803,15031500.3017578,18032.4168635017
06037408625,80,25,1235,6.5,2,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,2804,22934940.3095703,20313.1673345708
06037408626,119,19,1355,8.8,1.4,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2805,26743582.3632813,25473.8920204521
06037408627,11,0,899,1.2,0,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2806,33702222.2412109,31416.251593606
06037408628,236,120,1864,12.7,6.4,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,2807,25303591.2089844,26148.3540167482
06037408629,37,12,868,4.3,1.4,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,2808,18973272.3125,19444.0521939412
06037408631,69,16,1479,4.7,1.1,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,2809,15959625.1748047,16563.0152352564
06037408703,63,42,1860,3.4,2.3,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2810,183419538.914063,69529.0786562904
06037408705,170,53,1876,9.1,2.8,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2811,20534367.2060547,19007.9512194817
06037408707,102,81,2141,4.8,3.8,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2812,53625311.9755859,38180.3664352391
06037408722,35,8,1231,2.8,0.6,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2813,22936442.0761719,21349.286868295
06037408724,185,50,1527,12.1,3.3,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2814,5964600.64550781,9881.1499035217
06037408725,283,97,1926,14.7,5,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2815,20856279.1826172,25546.1217729087
06037408800,186,107,1652,11.3,6.5,District 1,City of Pomona,SPA 3 - San Gabriel,2816,19151068.9462891,19795.8376173776
06037408900,293,189,2458,11.9,7.7,District 5,City of La Verne,SPA 3 - San Gabriel,2817,34067697.6669922,24093.5107512939
06037409000,317,90,2091,15.2,4.3,District 1,City of Pomona,SPA 3 - San Gabriel,2818,84555857.2900391,58547.5012361982
06037409100,147,81,1381,10.6,5.9,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,2819,16908574.9824219,23901.4526446294
06037430003,164,28,1605,10.2,1.7,District 5,City of Duarte,SPA 3 - San Gabriel,2820,128470313.774414,75095.7420662479
06037430004,93,81,1012,9.2,8,District 5,City of Duarte,SPA 3 - San Gabriel,2821,12275811.5634766,16466.0119560198
06037430005,108,52,1280,8.4,4.1,District 5,City of Duarte,SPA 3 - San Gabriel,2822,11164329.4023438,15470.6846375759
06037430101,399,277,1847,21.6,15,District 5,City of Duarte,SPA 3 - San Gabriel,2823,21334324.6621094,19937.5988987212
06037430102,162,83,1238,13.1,6.7,District 5,City of Duarte,SPA 3 - San Gabriel,2824,13790608.8759766,18807.3141598727
06037430200,86,15,423,20.3,3.5,District 5,City of Bradbury,SPA 3 - San Gabriel,2825,55677513.4941406,35859.9751912334
06037430301,76,17,1631,4.7,1,District 5,City of Monrovia,SPA 3 - San Gabriel,2826,262616702.021484,84409.3134136968
06037430302,208,141,2145,9.7,6.6,District 5,City of Monrovia,SPA 3 - San Gabriel,2827,20898099.6992188,23242.8894936133
06037430400,112,26,1447,7.7,1.8,District 5,City of Arcadia,SPA 3 - San Gabriel,2828,38951140.3154297,34400.6254815241
06037430501,94,32,1707,5.5,1.9,District 5,City of Sierra Madre,SPA 3 - San Gabriel,2829,50611274.3925781,32607.7769306473
06037430502,337,179,2972,11.3,6,District 5,City of Sierra Madre,SPA 3 - San Gabriel,2830,31695553.2519531,25000.6111493371
06037430600,9,0,1410,0.6,0,District 5,City of Arcadia,SPA 3 - San Gabriel,2831,39839200.2275391,35196.7426997096
06037430701,113,68,1899,6,3.6,District 5,City of Arcadia,SPA 3 - San Gabriel,2832,31955337.3339844,26919.9725092601
06037430721,153,91,1341,11.4,6.8,District 5,City of Arcadia,SPA 3 - San Gabriel,2833,44239847.2246094,31482.3922112073
06037430723,79,78,1745,4.5,4.5,District 5,City of Arcadia,SPA 3 - San Gabriel,2834,5198971.97363281,12804.0975759208
06037430724,185,150,1814,10.2,8.3,District 5,City of Arcadia,SPA 3 - San Gabriel,2835,6209857.32617188,13340.6509267974
06037430801,50,22,2240,2.2,1,District 5,City of Arcadia,SPA 3 - San Gabriel,2836,18401339.1855469,17780.4709383451
06037430802,86,21,1347,6.4,1.6,District 5,City of Arcadia,SPA 3 - San Gabriel,2837,20068335.7822266,19340.7144391901
06037430803,141,56,1831,7.7,3.1,District 5,City of Arcadia,SPA 3 - San Gabriel,2838,24495328.4736328,21553.1821179533
06037430901,221,84,1520,14.5,5.5,District 5,City of Monrovia,SPA 3 - San Gabriel,2839,12525290.8544922,14926.9563373821
06037430902,171,65,1708,10,3.8,District 5,City of Monrovia,SPA 3 - San Gabriel,2840,12629616.9921875,16643.7261819811
06037431002,180,124,1206,14.9,10.3,District 5,City of Monrovia,SPA 3 - San Gabriel,2841,14578624.3759766,17048.641845838
06037431003,90,57,1474,6.1,3.9,District 5,City of Monrovia,SPA 3 - San Gabriel,2842,9192794.11328125,13223.4629563192
06037577605,65,30,2054,3.2,1.5,District 4,City of Long Beach,SPA 8 - South Bay,2843,19689600.9433594,19854.4875148484
06037577606,69,15,1536,4.5,1,District 4,City of Long Beach,SPA 8 - South Bay,2844,12469864.7099609,17491.4183484142
06037577700,84,26,1214,6.9,2.1,District 4,City of Long Beach,SPA 8 - South Bay,2845,13616840.6914063,18926.200280492
06037577800,143,103,1322,10.8,7.8,District 4,City of Downey,SPA 7 - East,2846,18813760.9589844,22454.2245267549
06037577900,436,295,2463,17.7,12,District 4,City of Long Beach,SPA 8 - South Bay,2847,19019660.0322266,20874.3918721435
06037578000,300,132,1569,19.1,8.4,District 4,City of Long Beach,SPA 8 - South Bay,2848,19821795.4355469,22475.2724515314
06037578100,0,0,0,0,0,District 4,City of Long Beach,SPA 8 - South Bay,2849,18516371.5224609,18912.7094930492
06037599000,127,36,1637,7.8,2.2,District 4,City of Avalon,SPA 8 - South Bay,2850,35664503.1728516,28399.116302389
06037599100,27,0,79,34.2,0,District 4,Unincorporated - Santa Catalina Island,SPA 8 - South Bay,2851,3698756367.46289,554591.259930524
06037600100,431,179,2193,19.7,8.2,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2852,8145826.70214844,12352.6803164274
06037600201,264,49,1305,20.2,3.8,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2853,6311706.88183594,11426.2045076236
06037600202,468,149,2220,21.1,6.7,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2854,8950420.44140625,14564.1125260692
06037600302,248,118,977,25.4,12.1,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2855,8835937.30078125,11971.1873099585
06037600303,353,149,1262,28,11.8,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2856,3913791.05859375,9114.25117138009
06037600304,152,89,1046,14.5,8.5,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2857,4780190.86621094,9643.08539158548
06037600400,151,115,1453,10.4,7.9,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2858,10556116.5615234,16001.3030320197
06037600501,129,92,869,14.8,10.6,District 2,City of Inglewood,SPA 8 - South Bay,2859,7116461.40917969,10669.2654272993
06037600601,93,50,881,10.6,5.7,District 2,City of Inglewood,SPA 8 - South Bay,2860,6965455.2734375,10542.1534842797
06037600602,146,62,704,20.7,8.8,District 2,City of Inglewood,SPA 8 - South Bay,2861,7443353.86621094,10854.6551682276
06037600702,145,24,1598,9.1,1.5,District 2,City of Inglewood,SPA 8 - South Bay,2862,26101481.8759766,23989.4569591739
06037600703,87,44,766,11.4,5.7,District 2,City of Inglewood,SPA 8 - South Bay,2863,5549320.95898438,10845.6444095777
06037600704,225,75,1176,19.1,6.4,District 2,City of Inglewood,SPA 8 - South Bay,2864,10424291.0166016,12988.6672443351
06037600801,303,218,1259,24.1,17.3,District 2,City of Inglewood,SPA 8 - South Bay,2865,10462808.546875,13231.9032574552
06037600802,98,49,1161,8.4,4.2,District 2,City of Inglewood,SPA 8 - South Bay,2866,20967942.3916016,20297.2076396991
06037600902,348,111,2394,14.5,4.6,District 2,City of Inglewood,SPA 8 - South Bay,2867,8555265.36328125,13375.6440720546
06037600911,119,71,1086,11,6.5,District 2,City of Inglewood,SPA 8 - South Bay,2868,7288004.77636719,11169.9497803194
06037600912,130,23,1424,9.1,1.6,District 2,City of Inglewood,SPA 8 - South Bay,2869,11735596.7646484,15193.0004448653
06037601001,298,226,1122,26.6,20.1,District 2,City of Inglewood,SPA 8 - South Bay,2870,9587666.71289063,13981.9281846435
06037601002,328,100,1997,16.4,5,District 2,City of Inglewood,SPA 8 - South Bay,2871,6807170.24707031,11117.3815556231
06037601100,368,199,2023,18.2,9.8,District 2,City of Inglewood,SPA 8 - South Bay,2872,6900459.72167969,10510.0616652779
06037601202,75,32,1059,7.1,3,District 2,City of Inglewood,SPA 8 - South Bay,2873,7065105.55273438,10672.5628414639
06037601211,223,150,1104,20.2,13.6,District 2,City of Inglewood,SPA 8 - South Bay,2874,6207755.75195313,10171.0530452937
06037601212,278,71,1987,14,3.6,District 2,City of Inglewood,SPA 8 - South Bay,2875,6305633.37304688,10073.3832098474
06037601301,47,17,733,6.4,2.3,District 2,City of Inglewood,SPA 8 - South Bay,2876,6624762.4140625,10991.5916139967
06037601302,250,38,2656,9.4,1.4,District 2,City of Inglewood,SPA 8 - South Bay,2877,13166448.84375,19301.6032687361
06037601303,153,81,2163,7.1,3.7,District 2,City of Inglewood,SPA 8 - South Bay,2878,4701154.50488281,8829.96097360057
06037601401,226,113,1709,13.2,6.6,District 2,City of Inglewood,SPA 8 - South Bay,2879,16764605.2109375,18166.9451781323
06037577604,40,20,789,5.1,2.5,District 4,City of Long Beach,SPA 8 - South Bay,2880,16578437.1894531,28779.3747020727
06037601402,105,48,1375,7.6,3.5,District 2,City of Inglewood,SPA 8 - South Bay,2881,10584717.5703125,13247.2022352655
06037601501,211,69,1036,20.4,6.7,District 2,Unincorporated - Lennox,SPA 8 - South Bay,2882,5082364.58398438,10467.671080719
06037601502,114,0,888,12.8,0,District 2,Unincorporated - Lennox,SPA 8 - South Bay,2883,5265980.21289063,11426.7331704162
06037601600,275,36,1255,21.9,2.9,District 2,Unincorporated - Lennox,SPA 8 - South Bay,2884,9864465.68847656,12848.5419559151
06037601700,80,33,1344,6,2.5,District 2,Unincorporated - Lennox,SPA 8 - South Bay,2885,8183626.18261719,12637.7776771124
06037104124,149,56,1282,11.6,4.4,District 5,Unincorporated - Kagel/Lopez Canyons,SPA 2 - San Fernando,2886,47953358.1796875,37473.8141348431
06037104201,155,118,922,16.8,12.8,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2887,11778994.3974609,14691.8972461659
06037104203,134,127,1155,11.6,11,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2888,7619758.29785156,11052.5266501792
06037104204,81,80,754,10.7,10.6,District 5,Los Angeles - Lakeview Terrace,SPA 2 - San Fernando,2889,28691700.7539063,29780.4311142766
06037104310,139,106,932,14.9,11.4,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2890,16008672.9794922,19026.1836900055
06037104321,162,124,983,16.5,12.6,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2891,5595372.671875,10641.6976313196
06037104322,168,80,469,35.8,17.1,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2892,7498677.0625,14606.3833433496
06037104401,91,59,632,14.4,9.3,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2893,7474268.69433594,12419.6443249628
06037104403,117,70,576,20.3,12.2,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2894,7398381.78222656,16067.7581619548
06037104404,169,142,761,22.2,18.7,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2895,5808075.99414063,10935.7071888989
06037104500,122,17,611,20,2.8,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2896,5715318.89257813,11300.6644836228
06037104610,168,110,698,24.1,15.8,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2897,6371675.47558594,11599.2417873072
06037104620,139,64,694,20,9.2,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2898,5716579.41699219,11300.4360398197
06037104701,261,202,886,29.5,22.8,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2899,5925369.99023438,11097.7272401205
06037104703,68,13,583,11.7,2.2,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2900,12497379.4755859,15258.6129943211
06037104704,122,60,1209,10.1,5,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2901,17921965.6347656,16919.1964901949
06037104821,93,23,739,12.6,3.1,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2902,5724316.27832031,11302.2406259714
06037104822,101,83,650,15.5,12.8,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2903,6475210.70410156,13768.6387256464
06037104823,125,55,699,17.9,7.9,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2904,5718934.2578125,11300.8023205028
06037104824,72,12,508,14.2,2.4,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2905,6374083.48925781,11599.6779386916
06037106010,68,30,932,7.3,3.2,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2906,27335436.6601563,23881.0654786665
06037106020,35,9,1302,2.7,0.7,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2907,21441404.3994141,22165.1278355621
06037106111,57,40,1349,4.2,3,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2908,29954716.9326172,27404.3626081293
06037106112,143,104,1345,10.6,7.7,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2909,34795935.4082031,48958.7063304235
06037106113,17,5,973,1.7,0.5,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2910,15561539.0322266,19777.6737746921
06037106114,217,190,1641,13.2,11.6,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2911,10988107.5507813,17058.2661316261
06037106403,126,101,821,15.3,12.3,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2912,11902775.5966797,14300.038725537
06037106405,119,66,1186,10,5.6,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2913,12580823.1279297,14491.0390638948
06037106406,70,130,1811,3.9,7.2,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2914,21572409.7216797,20945.5523274771
06037106407,157,148,839,18.7,17.6,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2915,2497837.99023438,6355.49121103024
06037106408,149,90,988,15.1,9.1,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2916,2465520.91894531,6295.50831200034
06037106510,139,83,1717,8.1,4.8,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2917,62138891.1816406,36810.417407287
06037106520,161,136,1435,11.2,9.5,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2918,23742776.9804688,19779.1891837998
06037106603,25,47,1191,2.1,3.9,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,2919,111070288.769531,48129.2464251956
06037106604,93,123,1225,7.6,10,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2920,28109094.6123047,26134.1978001774
06037106641,74,54,768,9.6,7,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,2921,12439769.265625,18205.3184268084
06037106642,106,74,1144,9.3,6.5,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,2922,16922656.171875,19793.7825956505
06037106643,24,18,1378,1.7,1.3,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,2923,46652067.0566406,31847.0660361862
06037106645,68,75,1289,5.3,5.8,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,2924,26946666.1328125,29643.9705810145
06037106646,113,69,963,11.7,7.2,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,2925,16141372.4775391,23002.4620379289
06037106648,243,146,1011,24,14.4,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2926,8770048.66015625,12817.0277743278
06037106649,54,66,665,8.1,9.9,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2927,11900113.8681641,19875.8687603473
06037107010,88,68,779,11.3,8.7,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2928,7378650.45117188,12969.8963760502
06037216902,109,109,1190,9.2,9.2,District 2,Los Angeles - Mid-city,SPA 4 - Metro,2929,4207215.77539063,9158.065430667
06037217001,59,59,1020,5.8,5.8,District 3,Los Angeles - Crestview,SPA 5 - West,2930,5932737.09277344,10781.4916671572
06037217002,134,134,1938,6.9,6.9,District 3,Los Angeles - Crestview,SPA 5 - West,2931,8310430.76171875,11537.2574729407
06037217101,85,25,908,9.4,2.8,District 2,Los Angeles - Mid-city,SPA 4 - Metro,2932,4274959.88183594,9355.77992590078
06037217102,251,216,1273,19.7,17,District 2,Los Angeles - Mid-city,SPA 4 - Metro,2933,5389199.59863281,9500.85044338065
06037217200,170,65,1736,9.8,3.7,District 2,Los Angeles - Mid-city,SPA 4 - Metro,2934,9910637.51757813,15000.9252381644
06037218110,180,50,1249,14.4,4,District 2,Los Angeles - Victoria Park,SPA 4 - Metro,2935,6462720.50976563,12750.5845119011
06037218120,316,189,1360,23.2,13.9,District 2,Los Angeles - Victoria Park,SPA 4 - Metro,2936,4789315.2421875,8883.84124233373
06037218210,314,152,1190,26.4,12.8,District 2,Los Angeles - St Elmo Village,SPA 4 - Metro,2937,4174755.20996094,8767.26244563689
06037218220,219,67,1442,15.2,4.6,District 2,Los Angeles - Lafayette Square,SPA 4 - Metro,2938,7202036.96289063,11673.2442683019
06037218300,221,159,2302,9.6,6.9,District 2,Los Angeles - Cloverdale/Cochran,SPA 4 - Metro,2939,9721211.26464844,17303.9296005536
06037218400,238,33,1413,16.8,2.3,District 2,Los Angeles - Cloverdale/Cochran,SPA 6 - South,2940,6980031.2734375,12172.1275600397
06037218500,235,93,959,24.5,9.7,District 2,Los Angeles - Cloverdale/Cochran,SPA 6 - South,2941,5644938.33984375,10970.1771907019
06037218600,85,22,1134,7.5,1.9,District 2,Los Angeles - Longwood,SPA 6 - South,2942,4579166.22363281,8896.78694256133
06037218701,149,6,858,17.4,0.7,District 2,Los Angeles - Wellington Square,SPA 6 - South,2943,5970334.19042969,10677.0864637021
06037218702,164,66,868,18.9,7.6,District 2,Los Angeles - Wellington Square,SPA 6 - South,2944,3863251.22265625,10277.6897063695
06037218800,145,97,972,14.9,10,District 2,Los Angeles - West Adams,SPA 6 - South,2945,4408954.66992188,9003.46074211667
06037218900,286,125,2226,12.8,5.6,District 2,Los Angeles - West Adams,SPA 6 - South,2946,7590636.38964844,11501.1401512321
06037219010,185,100,1044,17.7,9.6,District 2,Los Angeles - Jefferson Park,SPA 6 - South,2947,4746129.56542969,9379.45113561766
06037219020,201,131,1366,14.7,9.6,District 2,Los Angeles - Jefferson Park,SPA 6 - South,2948,7814189.07128906,11235.0005750922
06037219300,516,160,1461,35.3,11,District 2,Los Angeles - Crenshaw District,SPA 6 - South,2949,7032522.35839844,11229.492297558
06037219500,127,81,833,15.2,9.7,District 2,Los Angeles - Crenshaw District,SPA 6 - South,2950,5980859.90625,10424.03707122
06037219700,297,153,1328,22.4,11.5,District 2,Los Angeles - Exposition,SPA 6 - South,2951,11747848.2207031,16573.5447508417
06037219800,174,53,978,17.8,5.4,District 2,Los Angeles - Alsace,SPA 6 - South,2952,4802367.25097656,9731.28589862755
06037219901,213,17,1515,14.1,1.1,District 2,Los Angeles - Alsace,SPA 6 - South,2953,5688670.42480469,10072.6276677236
06037219902,357,93,1075,33.2,8.7,District 2,Los Angeles - Alsace,SPA 6 - South,2954,8665149.89550781,13255.3885905395
06037220000,635,286,2114,30,13.5,District 2,Los Angeles - Crenshaw District,SPA 6 - South,2955,10481820.8300781,12777.3961812477
06037220100,277,182,1102,25.1,16.5,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,2956,10553580.625,16872.2625538817
06037221110,293,101,1071,27.4,9.4,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,2957,2543189.47753906,6917.14218297602
06037221120,223,70,798,27.9,8.8,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,2958,3461839.03320313,7508.7021859757
06037221210,161,54,877,18.4,6.2,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2959,3886574.75,8400.44834580615
06037221220,248,135,972,25.5,13.9,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2960,7061620.79980469,10517.0065866959
06037221302,304,158,1266,24,12.5,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2961,4979090.12597656,10182.9978284676
06037221303,163,38,728,22.4,5.2,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2962,2529230.90820313,6479.80207836699
06037221304,264,83,1167,22.6,7.1,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2963,2439438.5,6306.02757861098
06037221401,214,202,1159,18.5,17.4,District 2,Los Angeles - West Adams,SPA 6 - South,2964,5807308.30371094,9622.08414883767
06037221402,193,115,945,20.4,12.2,District 2,Los Angeles - West Adams,SPA 6 - South,2965,5758103.04101563,12851.7875556958
06037221500,226,156,1095,20.6,14.2,District 2,Los Angeles - West Adams,SPA 6 - South,2966,4097488.70703125,8382.65571532391
06037221601,237,156,969,24.5,16.1,District 2,Los Angeles - West Adams,SPA 6 - South,2967,3980776.45996094,8298.42599460866
06037221602,204,57,923,22.1,6.2,District 2,Los Angeles - West Adams,SPA 6 - South,2968,5577270.45117188,11987.0771425261
06037221710,353,197,965,36.6,20.4,District 2,Los Angeles - West Adams,SPA 6 - South,2969,3536802.52539063,8105.21943524667
06037221810,162,71,904,17.9,7.9,District 2,Los Angeles - University Park,SPA 6 - South,2970,3275873.11621094,7474.75421107157
06037221820,183,26,957,19.1,2.7,District 2,Los Angeles - University Park,SPA 6 - South,2971,2200173.89160156,5840.1627061303
06037221900,261,132,902,28.9,14.6,District 2,Los Angeles - University Park,SPA 6 - South,2972,4403034.38867188,10551.9909206484
06037431004,120,0,1185,10.1,0,District 5,City of Monrovia,SPA 3 - San Gabriel,2973,9758643.19335938,13607.272166049
06037431100,419,208,2236,18.7,9.3,District 5,City of Monrovia,SPA 3 - San Gabriel,2974,32357450.28125,26266.4684424289
06037431200,224,58,1468,15.3,4,District 5,Unincorporated - Duarte,SPA 3 - San Gabriel,2975,16009333.5126953,20104.4155017718
06037431300,87,37,826,10.5,4.5,District 5,Unincorporated - Monrovia,SPA 3 - San Gabriel,2976,8810571.03710938,14328.745294292
06037431400,255,65,1351,18.9,4.8,District 5,Unincorporated - Arcadia,SPA 3 - San Gabriel,2977,19603461.1503906,19642.5372333061
06037431501,117,66,1506,7.8,4.4,District 5,City of Temple City,SPA 3 - San Gabriel,2978,11284105.5888672,14510.7636677607
06037431502,120,29,1356,8.8,2.1,District 5,Unincorporated - Arcadia,SPA 3 - San Gabriel,2979,21890318.1904297,22471.3006109636
06037431600,89,64,1387,6.4,4.6,District 5,City of Arcadia,SPA 3 - San Gabriel,2980,22891921.2080078,21427.0633096695
06037431701,130,73,2101,6.2,3.5,District 5,City of Arcadia,SPA 3 - San Gabriel,2981,35328793.7021484,25271.9549322209
06037431800,164,144,1875,8.7,7.7,District 5,City of Temple City,SPA 3 - San Gabriel,2982,14615008.828125,16208.3030723596
06037431900,165,110,1318,12.5,8.3,District 5,City of Temple City,SPA 3 - San Gabriel,2983,10680704.0205078,13982.0279222058
06037432001,54,47,591,9.1,8,District 5,City of Temple City,SPA 3 - San Gabriel,2984,7896812.4453125,11904.1405405744
06037432002,226,151,1772,12.8,8.5,District 5,City of Temple City,SPA 3 - San Gabriel,2985,16279361.9580078,16723.470864264
06037432101,101,23,1350,7.5,1.7,District 5,City of Temple City,SPA 3 - San Gabriel,2986,12438970.7695313,14572.3544726125
06037432102,161,87,1620,9.9,5.4,District 5,City of Temple City,SPA 3 - San Gabriel,2987,20163550.1396484,18499.4807214753
06037432201,225,25,1356,16.6,1.8,District 1,City of Rosemead,SPA 3 - San Gabriel,2988,13120576.6210938,15008.4739870913
06037432202,189,140,1185,15.9,11.8,District 1,City of Rosemead,SPA 3 - San Gabriel,2989,14204910.6982422,15699.253008831
06037432300,142,93,1106,12.8,8.4,District 1,City of El Monte,SPA 3 - San Gabriel,2990,21533801.875,20390.412361949
06037432401,82,47,1009,8.1,4.7,District 1,City of El Monte,SPA 3 - San Gabriel,2991,11421760.9257813,17833.6320829224
06037432402,334,160,1546,21.6,10.3,District 1,City of El Monte,SPA 3 - San Gabriel,2992,16225572.9736328,18785.5136749225
06037432501,250,176,1407,17.8,12.5,District 1,City of El Monte,SPA 3 - San Gabriel,2993,11375621.3291016,15989.275979222
06037432502,100,80,912,11,8.8,District 1,City of El Monte,SPA 3 - San Gabriel,2994,18990685.2021484,20914.5342822054
06037432601,287,124,1765,16.3,7,District 1,City of El Monte,SPA 3 - San Gabriel,2995,15138682.5449219,17299.3832290222
06037432602,56,29,1126,5,2.6,District 1,City of El Monte,SPA 3 - San Gabriel,2996,11561443.6425781,14738.6596869202
06037432700,286,84,1422,20.1,5.9,District 1,City of El Monte,SPA 3 - San Gabriel,2997,20032261.0068359,22452.4979178885
06037432801,343,228,855,40.1,26.7,District 1,City of El Monte,SPA 3 - San Gabriel,2998,8667596.31542969,13359.0724995455
06037432802,216,56,1380,15.7,4.1,District 1,City of El Monte,SPA 3 - San Gabriel,2999,6409066.046875,12016.9288791193
06037432901,174,53,1174,14.8,4.5,District 1,City of Rosemead,SPA 3 - San Gabriel,3000,12191993.65625,14071.9677491206
06037432902,110,39,837,13.1,4.7,District 1,City of Rosemead,SPA 3 - San Gabriel,3001,11673345.2451172,14825.1504577071
06037433103,289,91,1867,15.5,4.9,District 1,City of El Monte,SPA 3 - San Gabriel,3002,22674165.2841797,23734.2278386749
06037433200,347,137,1672,20.8,8.2,District 1,City of El Monte,SPA 3 - San Gabriel,3003,19243626.7314453,22801.0125901633
06037433302,98,59,468,20.9,12.6,District 1,City of El Monte,SPA 3 - San Gabriel,3004,9148823.42871094,16702.119827071
06037433304,186,82,1132,16.4,7.2,District 1,City of El Monte,SPA 3 - San Gabriel,3005,8566096.96484375,12728.4808048853
06037433305,239,134,1319,18.1,10.2,District 1,City of El Monte,SPA 3 - San Gabriel,3006,5494034.05566406,12347.3622186984
06037433306,127,9,857,14.8,1.1,District 1,City of El Monte,SPA 3 - San Gabriel,3007,4666767.13671875,12126.7465591634
06037433307,102,35,825,12.4,4.2,District 1,City of El Monte,SPA 3 - San Gabriel,3008,4675145.62890625,12635.0599133751
06037433402,183,105,1139,16.1,9.2,District 1,City of El Monte,SPA 3 - San Gabriel,3009,6133236.04882813,9717.23578640883
06037433403,358,83,1260,28.4,6.6,District 1,City of El Monte,SPA 3 - San Gabriel,3010,7593592.20117188,11906.2086593677
06037433505,334,167,1042,32.1,16,District 1,City of El Monte,SPA 3 - San Gabriel,3011,8353814.82617188,15363.2650412261
